po_line_id,po_id,product_id,order_qty,unit_cost
11473,4629,4,103,390.4
11610,4690,4,424,390.4
11754,4744,4,473,390.4
11762,4748,4,438,390.4
12072,4867,4,478,390.4
12638,5089,4,369,390.4
12721,5123,4,92,390.4
12760,5138,4,271,390.4
13180,5303,4,308,390.4
13187,5306,4,38,390.4
13361,5373,4,468,390.4
13488,5425,4,239,390.4
13700,5510,4,427,390.4
14123,5682,4,190,390.4
14254,5735,4,446,390.4
14496,5821,4,185,390.4
14615,5871,4,48,390.4
14689,5899,4,69,390.4
14749,5924,4,119,390.4
14928,6000,4,130,390.4
15623,6265,4,363,390.4
15644,6272,4,100,390.4
15818,6342,4,145,390.4
15849,6357,4,360,390.4
15867,6365,4,384,390.4
15919,6389,4,298,390.4
16030,6431,4,36,390.4
16150,6481,4,45,390.4
16216,6504,4,496,390.4
16290,6538,4,124,390.4
17200,6904,4,497,390.4
18077,7249,4,323,390.4
18269,7328,4,45,390.4
18308,7346,4,417,390.4
19259,7718,4,270,390.4
19831,7942,4,140,390.4
19931,7978,4,147,390.4
19982,7998,4,460,390.4
20022,8015,4,98,390.4
20960,8396,4,325,390.4
21317,8537,4,342,390.4
22230,8892,4,107,390.4
23270,9326,4,61,390.4
23334,9352,4,20,390.4
23784,9529,4,183,390.4
24635,9870,4,241,390.4
24835,9950,4,298,390.4
25008,10017,4,224,390.4
25114,10063,4,493,390.4
25294,10135,4,67,390.4
25305,10140,4,50,390.4
26021,10435,4,259,390.4
26644,10694,4,233,390.4
26677,10704,4,341,390.4
26806,10762,4,58,390.4
26843,10776,4,335,390.4
27205,10920,4,328,390.4
27650,11108,4,407,390.4
27654,11110,4,303,390.4
27772,11159,4,409,390.4
27876,11203,4,381,390.4
28155,11318,4,34,390.4
28212,11342,4,463,390.4
28330,11390,4,419,390.4
28755,11566,4,371,390.4
29301,11790,4,284,390.4
30790,12382,4,22,390.4
31174,12530,4,298,390.4
31327,12592,4,205,390.4
31736,12756,4,93,390.4
31788,12779,4,326,390.4
32125,12916,4,353,390.4
32168,12929,4,417,390.4
32201,12944,4,126,390.4
32562,13088,4,172,390.4
32738,13162,4,158,390.4
32996,13266,4,414,390.4
33013,13272,4,206,390.4
33501,13464,4,433,390.4
34034,13676,4,117,390.4
34131,13715,4,96,390.4
34601,13902,4,182,390.4
34727,13951,4,164,390.4
35858,14396,4,245,390.4
36219,14547,4,402,390.4
36293,14575,4,31,390.4
36732,14755,4,32,390.4
36744,14760,4,275,390.4
37414,15034,4,127,390.4
37529,15077,4,137,390.4
37843,15206,4,232,390.4
38064,15297,4,116,390.4
38188,15348,4,71,390.4
38532,15483,4,207,390.4
38641,15524,4,356,390.4
38787,15583,4,122,390.4
39962,16062,4,341,390.4
40281,16189,4,346,390.4
40569,16299,4,382,390.4
40663,16338,4,20,390.4
41535,16685,4,85,390.4
41586,16709,4,177,390.4
42384,17029,4,243,390.4
42606,17111,4,469,390.4
43130,17330,4,145,390.4
43191,17354,4,439,390.4
44004,17678,4,259,390.4
44386,17828,4,228,390.4
44425,17846,4,315,390.4
44678,17944,4,235,390.4
44705,17954,4,303,390.4
44805,17994,4,284,390.4
44855,18016,4,461,390.4
45147,18127,4,231,390.4
45465,18251,4,199,390.4
45779,18376,4,138,390.4
45843,18402,4,241,390.4
45930,18435,4,323,390.4
45951,18445,4,140,390.4
46471,18659,4,454,390.4
46764,18776,4,112,390.4
46885,18819,4,77,390.4
47617,19119,4,336,390.4
47762,19178,4,214,390.4
47929,19244,4,150,390.4
48232,19371,4,140,390.4
48286,19392,4,39,390.4
48629,19535,4,446,390.4
48916,19642,4,196,390.4
48997,19674,4,457,390.4
49216,19761,4,454,390.4
49296,19791,4,447,390.4
49834,20002,4,481,390.4
50209,20152,4,39,390.4
50550,20283,4,201,390.4
51006,20474,4,42,390.4
51290,20594,4,23,390.4
52139,20926,4,495,390.4
52465,21056,4,277,390.4
53036,21288,4,380,390.4
53075,21304,4,154,390.4
53281,21394,4,429,390.4
53380,21429,4,111,390.4
53663,21543,4,91,390.4
53899,21634,4,489,390.4
53939,21650,4,250,390.4
55042,22088,4,145,390.4
55237,22170,4,464,390.4
55385,22228,4,57,390.4
55939,22441,4,481,390.4
56335,22599,4,50,390.4
56443,22639,4,206,390.4
57199,22933,4,62,390.4
57476,23042,4,294,390.4
57599,23100,4,122,390.4
57725,23151,4,100,390.4
58034,23276,4,332,390.4
58311,23390,4,474,390.4
58329,23395,4,479,390.4
58833,23607,4,258,390.4
59174,23747,4,313,390.4
60191,24152,4,326,390.4
60636,24336,4,498,390.4
60891,24433,4,221,390.4
61092,24510,4,258,390.4
61416,24634,4,419,390.4
61420,24635,4,121,390.4
61807,24786,4,34,390.4
61838,24798,4,372,390.4
62263,24962,4,377,390.4
681,281,5,200,787.4
887,364,5,42,787.4
1033,421,5,246,787.4
1508,618,5,-5,787.4
1676,681,5,414,787.4
2286,920,5,327,787.4
2686,1083,5,30,787.4
2796,1123,5,187,787.4
3231,1293,5,31,787.4
3424,1361,5,181,787.4
3511,1396,5,197,787.4
3737,1488,5,304,787.4
5322,2137,5,246,787.4
5327,2139,5,101,787.4
5394,2167,5,404,787.4
6237,2505,5,410,787.4
6749,2704,5,76,787.4
6859,2752,5,162,787.4
7401,2973,5,92,787.4
7449,2992,5,485,787.4
7773,3137,5,353,787.4
8176,3303,5,365,787.4
8225,3324,5,107,787.4
8748,3538,5,500,787.4
8952,3624,5,426,787.4
9431,3821,5,469,787.4
9963,4025,5,217,787.4
10023,4049,5,141,787.4
10127,4095,5,101,787.4
10314,4172,5,226,787.4
11410,4605,5,401,787.4
11491,4638,5,413,787.4
11600,4685,5,391,787.4
11654,4707,5,77,787.4
11809,4766,5,69,787.4
12297,4957,5,92,787.4
13175,5301,5,464,787.4
13396,5387,5,325,787.4
13431,5401,5,379,787.4
13557,5451,5,329,787.4
13728,5520,5,109,787.4
13967,5617,5,30,787.4
14266,5738,5,167,787.4
14753,5925,5,312,787.4
14910,5991,5,149,787.4
15041,6041,5,498,787.4
15266,6129,5,444,787.4
15371,6171,5,439,787.4
15504,6220,5,375,787.4
15543,6237,5,294,787.4
15654,6277,5,142,787.4
15662,6280,5,37,787.4
15835,6350,5,402,787.4
16205,6499,5,39,787.4
16355,6558,5,483,787.4
16421,6589,5,487,787.4
17361,6963,5,93,787.4
17446,6998,5,243,787.4
17807,7142,5,373,787.4
17963,7199,5,51,787.4
18149,7280,5,128,787.4
19148,7678,5,114,787.4
19657,7876,5,69,787.4
19727,7905,5,141,787.4
20550,8228,5,314,787.4
20631,8262,5,332,787.4
20935,8388,5,116,787.4
21086,8446,5,203,787.4
21107,8455,5,51,787.4
21196,8492,5,46,787.4
21472,8603,5,400,787.4
22193,8878,5,128,787.4
22645,9063,5,405,787.4
22952,9198,5,487,787.4
23391,9373,5,309,787.4
23564,9443,5,437,787.4
23895,9574,5,155,787.4
24024,9630,5,270,787.4
24573,9843,5,203,787.4
25006,10016,5,168,787.4
25489,10219,5,317,787.4
25801,10348,5,481,787.4
26078,10455,5,51,787.4
26776,10749,5,72,787.4
26908,10803,5,36,787.4
27324,10968,5,196,787.4
27992,11250,5,314,787.4
28186,11329,5,154,787.4
28379,11412,5,242,787.4
28703,11545,5,178,787.4
29024,11674,5,359,787.4
29070,11692,5,473,787.4
29268,11775,5,109,787.4
30161,12127,5,337,787.4
30344,12197,5,62,787.4
30346,12198,5,206,787.4
30421,12230,5,114,787.4
30732,12357,5,330,787.4
30820,12394,5,234,787.4
30903,12426,5,129,787.4
31163,12524,5,343,787.4
31831,12796,5,78,787.4
32030,12875,5,162,787.4
32316,12992,5,320,787.4
32512,13068,5,479,787.4
32692,13144,5,328,787.4
32719,13155,5,221,787.4
33064,13294,5,433,787.4
33359,13411,5,105,787.4
33736,13558,5,371,787.4
34652,13923,5,101,787.4
34717,13948,5,159,787.4
35414,14216,5,346,787.4
35627,14298,5,198,787.4
35967,14441,5,460,787.4
36248,14558,5,244,787.4
36406,14622,5,109,787.4
36466,14643,5,405,787.4
36478,14648,5,223,787.4
36653,14724,5,177,787.4
36686,14738,5,337,787.4
37723,15155,5,189,787.4
37859,15211,5,79,787.4
38819,15596,5,134,787.4
38954,15651,5,57,787.4
39278,15781,5,376,787.4
39628,15926,5,245,787.4
39711,15955,5,368,787.4
39822,16001,5,401,787.4
40415,16245,5,104,787.4
42292,16993,5,454,787.4
42427,17045,5,377,787.4
42712,17155,5,342,787.4
43537,17491,5,271,787.4
44055,17696,5,418,787.4
44107,17718,5,156,787.4
44288,17785,5,467,787.4
44704,17954,5,287,787.4
44794,17988,5,231,787.4
45676,18334,5,303,787.4
48115,19317,5,338,787.4
48123,19320,5,189,787.4
48223,19367,5,292,787.4
48479,19477,5,256,787.4
49109,19717,5,212,787.4
49237,19768,5,214,787.4
49630,19920,5,143,787.4
49924,20036,5,382,787.4
49979,20057,5,294,787.4
50080,20099,5,20,787.4
50238,20165,5,114,787.4
50246,20168,5,412,787.4
51073,20501,5,172,787.4
51083,20504,5,468,787.4
51216,20562,5,274,787.4
52216,20955,5,388,787.4
52672,21138,5,282,787.4
52715,21155,5,445,787.4
53481,21468,5,477,787.4
53775,21588,5,25,787.4
54314,21800,5,193,787.4
54607,21912,5,431,787.4
54754,21971,5,99,787.4
55155,22137,5,319,787.4
55660,22334,5,216,787.4
55770,22374,5,197,787.4
55987,22458,5,128,787.4
56385,22617,5,46,787.4
56481,22654,5,88,787.4
56603,22702,5,45,787.4
56659,22727,5,472,787.4
56754,22761,5,336,787.4
57079,22886,5,79,787.4
57765,23167,5,476,787.4
58226,23354,5,268,787.4
58301,23386,5,50,787.4
58324,23394,5,102,787.4
59031,23690,5,224,787.4
59505,23880,5,220,787.4
59538,23892,5,340,787.4
59781,23982,5,30,787.4
60324,24207,5,436,787.4
60354,24219,5,76,787.4
60751,24379,5,467,787.4
